Unnamed: 0,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,price_change,volume_change,divergence_signal
0,2025-01-02,417.0,416.0,425.0,413.6,20733037,8663880704.0,2.73,-0.24,-1.0,0.22,,,0
1,2025-01-03,418.0,414.2,419.0,410.4,16843241,6981756928.0,2.07,-0.43,-1.8,0.18,-0.0043269230769230616,-0.18761342103426526,0
2,2025-01-06,415.0,409.4,415.0,407.2,16869318,6913961984.0,1.88,-1.16,-4.8,0.18,-0.011588604538870118,0.001548217471922353,-1
3,2025-01-07,380.6,379.6,392.8,376.6,142920468,54765124608.0,3.96,-7.28,-29.8,1.55,-0.07278944797264275,7.472213755173742,-1
4,2025-01-08,371.2,369.2,379.8,365.6,95456188,35455056128.0,3.74,-2.74,-10.4,1.03,-0.027397260273972712,-0.3321027468227994,0
5,2025-01-09,365.0,373.4,379.4,365.0,60578450,22635953920.0,3.9,1.14,4.2,0.66,0.011375947995666325,-0.36537953935474565,1
6,2025-01-10,373.6,369.6,379.4,369.6,37053933,13862840320.0,2.62,-1.02,-3.8,0.4,-0.010176754151044354,-0.3883314445978727,0
7,2025-01-13,364.8,366.0,371.6,364.8,34785015,12807672320.0,1.84,-0.97,-3.6,0.38,-0.009740259740259827,-0.06123285212395668,0
8,2025-01-14,365.6,375.0,379.6,365.6,40623785,15194363136.0,3.83,2.46,9.0,0.44,0.024590163934426146,0.16785302521789913,0
9,2025-01-15,373.4,380.0,385.4,373.0,29158255,11078584832.0,3.31,1.33,5.0,0.32,0.01333333333333342,-0.28223687182275115,1
10,2025-01-16,384.0,382.4,386.6,376.6,26141103,9980555776.0,2.63,0.63,2.4,0.28,0.0063157894736840525,-0.10347505363403953,1
11,2025-01-17,381.0,379.8,382.2,378.4,17138321,6508060672.0,0.99,-0.68,-2.6,0.19,-0.0067991631799162455,-0.34439181850895884,0
12,2025-01-20,380.2,389.8,392.8,380.2,31141403,12097853952.0,3.32,2.63,10.0,0.34,0.026329647182727678,0.8170626515864652,0
13,2025-01-21,392.0,387.4,392.2,386.4,25249668,9804257280.0,1.49,-0.62,-2.4,0.27,-0.0061570035915855525,-0.18919298529998796,0
14,2025-01-22,385.0,383.4,388.6,381.0,17859069,6847451648.0,1.96,-1.03,-4.0,0.19,-0.01032524522457412,-0.29270083868033436,0
15,2025-01-23,383.0,381.2,386.0,379.6,21256810,8126061056.0,1.67,-0.57,-2.2,0.23,-0.005738132498695814,0.1902529745531527,-1
16,2025-01-24,383.2,390.6,392.4,382.2,24079119,9365231104.0,2.68,2.47,9.4,0.26,0.024658971668415575,0.13277199165820264,0
17,2025-01-27,388.0,395.6,398.0,388.0,23605938,9317465088.0,2.56,1.28,5.0,0.26,0.01280081925243226,-0.019651092716473584,1
18,2025-01-28,401.0,401.2,406.0,399.0,14203491,5712247808.0,1.77,1.42,5.6,0.15,0.01415571284125372,-0.3983085527039849,1
19,2025-02-03,400.0,404.2,404.8,394.2,27917841,11162153216.0,2.64,0.75,3.0,0.3,0.007477567298105781,0.9655619171371319,0
20,2025-02-04,409.2,420.8,421.2,407.0,31276268,13026602752.0,3.51,4.11,16.6,0.34,0.04106877783275609,0.1202968023207811,0
21,2025-02-05,421.6,417.8,421.6,410.0,32129392,13372038912.0,2.76,-0.71,-3.0,0.35,-0.0071292775665399155,0.027277039575182016,-1
22,2025-02-06,416.2,420.4,420.4,413.4,19585105,8177045248.0,1.68,0.62,2.6,0.21,0.006223073240785082,-0.3904302639776065,1
23,2025-02-07,420.4,428.2,432.4,417.8,34567530,14741790976.0,3.47,1.86,7.8,0.38,0.018553758325404512,0.7649907927478561,0
24,2025-02-10,429.6,437.0,439.8,428.8,31411302,13701174528.0,2.57,2.06,8.8,0.34,0.02055114432508187,-0.09130614770566481,1
25,2025-02-11,440.0,427.4,441.2,425.6,30893563,13324637696.0,3.57,-2.2,-9.6,0.34,-0.021967963386727796,-0.016482570509175343,0
26,2025-02-12,429.0,444.2,444.6,426.0,38264929,16740640512.0,4.35,3.93,16.8,0.42,0.03930744033692091,0.23860523954456148,0
27,2025-02-13,449.0,442.0,464.6,437.0,60985718,27423907072.0,6.21,-0.5,-2.2,0.66,-0.004952723998199016,0.5937758044709818,-1
28,2025-02-14,449.8,474.8,474.8,446.6,74519223,34511558144.0,6.38,7.42,32.8,0.81,0.07420814479638005,0.22191269437870687,0
29,2025-02-17,506.0,493.6,512.0,485.0,126223580,63032650496.0,5.69,3.96,18.8,1.38,0.03959561920808774,0.6938391856286532,0
30,2025-02-18,494.2,503.5,513.0,493.8,62529454,31471019776.0,3.89,2.01,9.9,0.68,0.02005672609400322,-0.5046135278368749,1
31,2025-02-19,500.0,497.8,500.5,493.2,34127174,16979621120.0,1.45,-1.13,-5.7,0.37,-0.01132075471698113,-0.4542224213248368,0
32,2025-02-20,491.2,486.8,493.0,482.6,34549151,16830027008.0,2.09,-2.21,-11.0,0.38,-0.022097227802330255,0.012364838647348941,-1
33,2025-02-21,505.0,517.0,517.0,499.4,73545153,37396803584.0,3.62,6.2,30.2,0.8,0.06203779786359909,1.1287108618096,0
34,2025-02-24,522.0,497.2,522.0,497.2,67542767,34199696384.0,4.8,-3.83,-19.8,0.74,-0.03829787234042559,-0.08161497740034618,0
35,2025-02-25,477.8,484.8,491.0,476.4,56509529,27378431232.0,2.94,-2.49,-12.4,0.62,-0.02493966210780363,-0.16335188044635485,0
36,2025-02-26,488.0,501.5,508.0,487.8,40489654,20234072832.0,4.17,3.44,16.7,0.44,0.034447194719471996,-0.28348979868510316,1
37,2025-02-27,503.5,495.4,512.0,491.6,38902820,19434077184.0,4.07,-1.22,-6.1,0.42,-0.012163509471585288,-0.03919109805186283,0
38,2025-02-28,492.8,478.6,497.8,476.0,52160819,25187448064.0,4.4,-3.39,-16.8,0.57,-0.033911990310859785,0.3407978907441671,-1
39,2025-03-03,483.6,483.2,497.0,479.8,32752021,15971446272.0,3.59,0.96,4.6,0.36,0.009611366485582806,-0.37209534612560435,1
40,2025-03-04,479.0,491.0,493.0,473.2,31124964,15131838720.0,4.1,1.61,7.8,0.34,0.01614238410596025,-0.049678064141446376,1
41,2025-03-05,502.0,505.5,509.0,498.0,35165757,17704409856.0,2.24,2.95,14.5,0.38,0.029531568228105876,0.1298248248576288,0
42,2025-03-06,521.0,544.0,544.0,521.0,79683892,42493519360.0,4.55,7.62,38.5,0.87,0.076162215628091,1.2659512775453687,0
43,2025-03-07,539.0,533.5,547.0,529.0,46494425,24958094080.0,3.31,-1.93,-10.5,0.51,-0.01930147058823528,-0.41651413060998577,0
44,2025-03-10,528.0,516.5,537.5,512.0,34415026,17943129856.0,4.78,-3.19,-17.0,0.37,-0.03186504217432051,-0.25980316994994557,0
45,2025-03-11,501.5,517.5,520.0,500.5,33852768,17316782848.0,3.78,0.19,1.0,0.37,0.0019361084220717029,-0.016337573012439432,1
46,2025-03-12,523.0,512.0,525.0,505.0,28031056,14392005120.0,3.86,-1.06,-5.5,0.31,-0.010628019323671523,-0.17197152091078638,0
47,2025-03-13,513.0,507.5,516.0,499.2,27326941,13847803136.0,3.28,-0.88,-4.5,0.3,-0.0087890625,-0.025119103611365934,0
48,2025-03-14,513.0,521.5,531.0,507.5,30711707,16031719936.0,4.63,2.76,14.0,0.33,0.02758620689655178,0.12386186950087086,0
49,2025-03-17,532.0,524.5,534.5,522.0,22096160,11643059968.0,2.4,0.58,3.0,0.24,0.0057526366251199335,-0.2805297341499122,1
50,2025-03-18,538.5,541.0,543.5,533.5,33639833,18122094080.0,1.91,3.15,16.5,0.37,0.03145853193517634,0.5224289197761058,0
51,2025-03-19,542.5,540.0,545.0,534.0,31604153,17070297088.0,2.03,-0.18,-1.0,0.34,-0.001848428835489857,-0.06051397460861352,0
52,2025-03-20,540.5,519.5,541.0,518.0,49845030,26156573440.0,4.26,-3.8,-20.5,0.54,-0.037962962962962976,0.5771670894011935,-1
53,2025-03-21,518.0,511.5,526.0,505.5,42260479,21649092864.0,3.95,-1.54,-8.0,0.46,-0.015399422521655493,-0.15216263286429965,0
54,2025-03-24,514.0,513.0,517.5,504.5,24598555,12575591680.0,2.54,0.29,1.5,0.27,0.0029325513196480912,-0.41793004759837205,1
55,2025-03-25,513.0,502.0,515.5,501.0,27744935,14019727360.0,2.83,-2.14,-11.0,0.3,-0.021442495126705707,0.12790913937830894,-1
56,2025-03-26,502.0,506.5,510.5,502.0,17310634,8757798656.0,1.69,0.9,4.5,0.19,0.008964143426294813,-0.3760794898239985,1
57,2025-03-27,509.0,509.0,516.0,502.0,17595617,8980372224.0,2.76,0.49,2.5,0.19,0.0049358341559724295,0.016462886339113858,0
58,2025-03-28,511.5,509.5,516.5,503.5,18594342,9479836672.0,2.55,0.1,0.5,0.2,0.0009823182711199419,0.056759873779930636,0
59,2025-03-31,505.0,497.0,507.5,494.6,28036973,13996724992.0,2.53,-2.45,-12.5,0.3,-0.024533856722276703,0.5078228097557849,-1
60,2025-04-01,501.0,504.0,511.5,500.0,19518013,9865122816.0,2.31,1.41,7.0,0.21,0.014084507042253502,-0.30384735185214184,1
61,2025-04-02,505.0,504.0,509.0,499.2,14247546,7168421888.0,1.94,0.0,0.0,0.15,0.0,-0.27003091964330594,0
62,2025-04-03,493.0,497.8,500.5,491.2,29219618,14472384768.0,1.85,-1.23,-6.2,0.32,-0.012301587301587258,1.0508526871925876,-1
63,2025-04-07,441.8,435.4,462.4,431.0,123364114,54994755328.0,6.31,-12.54,-62.4,1.34,-0.12535154680594618,3.2219619024451314,-1
64,2025-04-08,440.8,440.4,451.2,430.0,65120104,28693494016.0,4.87,1.15,5.0,0.71,0.011483693155718955,-0.4721308986177293,1
65,2025-04-09,426.0,441.2,447.0,419.0,66484213,28808415232.0,6.36,0.18,0.8,0.72,0.0018165304268846771,0.020947586324493672,0
66,2025-04-10,460.0,444.8,461.6,443.0,57799983,26103188992.0,4.22,0.82,3.6,0.63,0.008159564823209564,-0.13062093402534525,1
67,2025-04-11,440.0,443.4,452.6,432.0,46594597,20558649856.0,4.63,-0.31,-1.4,0.51,-0.003147482014388525,-0.1938648667076598,0
68,2025-04-14,453.0,454.0,459.2,448.8,30346489,13773742848.0,2.35,2.39,10.6,0.33,0.02390617952187646,-0.3487122766616052,1
69,2025-04-15,464.6,456.0,464.6,451.6,20245398,9242295296.0,2.86,0.44,2.0,0.22,0.004405286343612369,-0.332858638111315,1
70,2025-04-16,450.6,449.2,451.6,440.2,25058373,11156925696.0,2.5,-1.49,-6.8,0.27,-0.014912280701754432,0.23773180453157794,-1
